Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2019-11-14,1043.07,1051.65,1033.08,1037.81,1784801992
2019-11-15,1044.75,1055.18,1044.09,1053.8,1509635430
2019-11-18,1059.02,1072.22,1059.02,1068.46,2027028625
2019-11-19,1071.97,1077.7,1066.34,1075.29,1925223272
2019-11-20,1073.4,1081.42,1066.54,1067.85,2202206757
2019-11-21,1068.03,1073.07,1063.15,1068.05,1765766592
2019-11-22,1071.09,1074.95,1060.2,1065.88,1556494343
2019-11-25,1071.93,1078.46,1052.22,1053.82,2241597198
2019-11-26,1055.68,1061.62,1047.18,1059.83,2019555931
2019-11-27,1059.36,1064.31,1053.95,1058.44,1752740924
2019-11-28,1060.85,1072.13,1060.16,1071.26,1435544653
2019-11-29,1073,1076.7,1065.64,1069.04,1767370100
2019-12-02,1073.5,1082.1,1073.18,1080.04,2185760584
2019-12-03,1078.73,1087.77,1067.9,1067.9,2558350208
2019-12-04,1072.54,1077.95,1067.02,1077.01,1927603374
2019-12-05,1082.6,1090.32,1081.51,1086.59,2240426148
2019-12-06,1090.09,1093.15,1083.52,1088.69,2155712462
2019-12-09,1088.96,1091.25,1081.39,1087.86,2319611106
2019-12-10,1089.12,1093.78,1076.18,1080.12,2072560514
2019-12-11,1080.31,1082.18,1074.65,1079.22,1617108048
2019-12-12,1085.56,1101.15,1085.56,1101.15,2053794369
2019-12-13,1110.11,1119.1,1100.18,1104.77,2556675925
2019-12-16,1106.74,1114.43,1102.34,1111.26,2170125555
2019-12-17,1114.95,1119.56,1109.37,1110.74,2523515998
2019-12-18,1105.63,1108.48,1101.06,1105.75,2409335471
2019-12-19,1108.53,1112.74,1104.86,1105.99,1622604070
2019-12-20,1110.41,1116.36,1108.59,1111.77,2169493319
2019-12-23,1114.79,1121.78,1112.66,1121.75,2907758123
2019-12-24,1128.4,1133.95,1127.83,1131.54,2650955356
2019-12-25,1133.97,1135.85,1130.63,1133.29,1976112466
2019-12-26,1135.14,1145.35,1131.66,1136.53,2102302550
2019-12-27,1140.36,1142.91,1133.81,1136.84,2616549549
2019-12-30,1140.57,1149.62,1140.57,1147.54,2645507879
2019-12-31,1150.72,1153.12,1144.19,1144.25,2076734080
2020-01-02,1149.03,1159.32,1145.66,1159.32,2409031920
2020-01-03,1151.43,1155.71,1126.17,1136.84,2929216292
2020-01-06,1125.32,1129.73,1112.12,1114.13,2037973798
2020-01-07,1125.94,1133.87,1123.48,1126,1778871401
2020-01-08,1109.61,1133.42,1107.46,1128.76,2332248208
2020-01-09,1152.36,1181.45,1152.36,1179.9,3431413484
2020-01-10,1182.51,1191.4,1177.01,1186.64,3282116652
2020-01-13,1195.95,1209,1195.95,1202.49,2878288852
2020-01-14,1203.93,1215.04,1195.75,1214.23,2569397329
2020-01-15,1212.33,1218.04,1204.42,1209.39,3377959211
2020-01-16,1213.78,1224.82,1207.63,1210.01,3214233342
2020-01-17,1216.19,1218.74,1205.97,1214.75,2086116300
2020-01-20,1218.79,1229.26,1218.79,1226.2,2281738140
2020-01-21,1218.87,1238.04,1215.04,1235.56,2800439741
2020-01-22,1242.16,1245.37,1223.69,1227.47,2612571341
2020-01-23,1223.92,1234.57,1221.88,1225.4,2158054626
2020-01-24,1236.94,1239.36,1207.61,1221.42,2369772277
2020-01-27,1207.12,1216.74,1200,1201.5,2356057475
2020-01-28,1208.16,1211.09,1194.03,1198.02,2313263233
2020-01-29,1205.86,1207.41,1195.06,1196.9,2248707985
2020-01-30,1192.31,1198.72,1182.56,1198.5,2102447453
2020-01-31,1200.96,1203.18,1191.4,1191.4,2687714615
2020-02-03,1194.36,1197.84,1187.62,1192.43,2379234101
2020-02-04,1204.76,1222.2,1201.59,1221.36,2363950322
2020-02-05,1224.17,1236.29,1219.06,1223.21,2824727598
2020-02-06,1227.12,1238.45,1219.92,1222.84,2657002549
2020-02-07,1224.76,1228.12,1209.13,1210.15,2135478948
2020-02-10,1204.59,1211.9,1166.48,1183.42,2794085484
2020-02-11,1195.05,1200.78,1174.51,1197.98,2690369270
2020-02-12,1199.4,1213.7,1192.29,1200.49,3003024965
2020-02-13,1200,1208.12,1194.72,1205.4,2208734934
2020-02-14,1210.82,1215.81,1200.49,1201.51,2306366819
2020-02-17,1209.82,1212.42,1205.61,1207.92,2559533737
2020-02-18,1204.51,1204.51,1191.45,1195.74,2569629644
2020-02-19,1200.36,1204.65,1185.71,1191.96,2077143296
2020-02-20,1192.89,1193.5,1149.21,1156.42,2650692597
2020-02-21,1150.89,1174.15,1144.53,1168.29,2597263373
2020-02-24,1149.84,1149.84,1134.63,1147.89,1973457248
2020-02-25,1156.26,1159.92,1138.5,1143.64,2508542717
2020-02-26,1142.82,1153.53,1131.47,1151.71,2276262549
2020-02-27,1139.76,1144.64,1104.18,1104.18,2537735346
2020-02-28,993.32,1077.6,993.32,1059.94,1792018500
2020-03-02,1083.79,1094.05,1064.25,1073.1,1696300617
2020-03-03,1089.97,1112.07,1088.81,1112.07,1835966383
2020-03-04,1109.59,1128.99,1106.78,1107.85,2189637138
2020-03-05,1125.05,1131.07,1114.03,1118.15,1562441609
2020-03-06,1116.54,1123.45,1087.75,1096.01,1503668820
2020-03-09,1065.4,1065.85,1019.95,1035.24,1589758020
2020-03-10,1060.21,1068.57,1010.22,1010.62,1815738832
2020-03-11,1004.16,1028.39,988.06,1009.66,1856988394
2020-03-12,984.48,990.27,928.54,936.4,1743567887
2020-03-13,936.58,988.56,916.44,956.05,2256330935
2020-03-16,922.64,922.64,868.53,878.88,1385123173
2020-03-17,889.23,889.49,819.36,867.78,2066609548
2020-03-18,847.77,878.25,843.03,855.77,1671628419
2020-03-19,849.4,868.79,840.72,851.95,1774401544
2020-03-20,872.17,880.93,850.05,857.96,1611037511
2020-03-23,830.44,865.87,825.28,842.46,1787205463
2020-03-24,875.71,896.38,870.5,892.86,1938088599
2020-03-25,905.19,919.59,881.23,890.63,2639069814
2020-03-26,889.6,918.07,884.81,915.28,2392131761
2020-03-27,918.34,922.99,881.25,881.25,2107894431
2020-03-30,879.37,888.12,868.15,880.59,1427568661
2020-03-31,892.79,902.69,886.42,896.44,1915298248
2020-04-01,882.86,903.99,878.89,890.85,2539136327
2020-04-02,897.48,904.09,880.82,895.11,2375917996
2020-04-03,896.14,899.69,890.43,895.53,1574303920
2020-04-06,909.89,921.58,906.31,920.71,1788250796
2020-04-07,931.74,947.79,923.82,923.82,2817028794
2020-04-08,924.82,932.75,918.03,932.25,1690944050
2020-04-09,942.75,958.34,936.29,958.34,2849648832
2020-04-10,962.01,974.83,953.52,964.71,2232096778
2020-04-13,954.63,973.12,950.19,963.99,1989106327
2020-04-14,974.91,986.3,972.73,985.5,2401093308
2020-04-15,989.45,990.44,946.02,958.55,2440098362
2020-04-16,967.06,970.65,953.3,962.49,2094369715
2020-04-17,982.87,987.59,976.01,981.8,2331436135
2020-04-20,986.62,992.67,980.68,989.46,2213931374
2020-04-21,983.68,985.03,972.76,976.19,2230828835
2020-04-22,981.29,989.62,978.97,981.71,2291368289
2020-04-24,984.49,994.97,979.29,987.59,2239637544
2020-04-27,1000.86,1013.61,1000.86,1012.67,2563293077
2020-04-28,1015.43,1019.18,1006.21,1007.08,2482255572
2020-04-29,1012.12,1017.43,1005.79,1015.95,2135078070
2020-04-30,1019.96,1023.28,993.6,1011.1,2317395918
2020-05-04,1002.54,1002.54,983.06,988.42,1700881887
2020-05-05,996.34,997.91,978.8,987.38,2044789183
2020-05-06,988.86,992.8,980.69,985.71,2284802003
2020-05-07,985.8,992.73,978,983.99,2387861588
2020-05-08,989.03,995.14,976.72,978.45,2595025257
2020-05-11,984.2,986.41,977.92,977.92,2091288307
2020-05-12,979.26,997.08,977.4,996.16,2538248827
2020-05-13,997.05,1008.65,994.43,1001.59,2387574081
2020-05-14,1000.08,1003.81,984.94,991.93,2332889922
2020-05-15,996.78,1008.13,996.78,997.68,1882482500
2020-05-18,1008.97,1022.24,1008.97,1019.83,2420386796
2020-05-20,1024.92,1029.98,1019.68,1021.58,2067900557
2020-05-21,1022.24,1032.27,1021.49,1026.49,2064731214
2020-05-22,1024.54,1033.07,1020.14,1030.24,1567612241
2020-05-27,1037.98,1054.95,1037.98,1049.54,2553359266
2020-05-28,1055.56,1062.92,1045.35,1053.6,2682331712
2020-05-29,1051.83,1056.69,1046.71,1055.2,2853692800
2020-06-01,1064.81,1073.72,1063.57,1072.66,2844257426
2020-06-02,1077.88,1084.84,1070.99,1080.97,3033728337
2020-06-03,1089.26,1092.31,1083.27,1091.11,2896278753
2020-06-04,1093.84,1098.53,1087.79,1095.37,2917456404
2020-06-05,1101.43,1106.02,1095.46,1100.22,2003331182
2020-06-08,1103.32,1110.43,1092.48,1096.37,2520439542
2020-06-09,1099.45,1103.3,1084.56,1092.36,2837494381
2020-06-10,1096,1104.1,1093.92,1097.79,3511189718
2020-06-11,1093.74,1101.58,1087.45,1091.55,3450279011
2020-06-12,1084.85,1101.27,1078.33,1098.36,2881890647
2020-06-15,1093.93,1100.67,1087.16,1095.56,2980012962
2020-06-16,1108.15,1118.75,1107.06,1109.4,3734697770
2020-06-17,1112.81,1116.15,1104.14,1109.4,3204848431
2020-06-18,1111.17,1126.76,1111.17,1124.95,4048744724
2020-06-19,1135.61,1143.38,1128.58,1136.12,4892288561
2020-06-22,1147.01,1154.47,1142.67,1151.9,4309371802
2020-06-23,1156.17,1162.79,1150.6,1153.39,4699642010
2020-06-24,1153.69,1156.27,1143.33,1144.49,4248312996
2020-06-25,1143.92,1149.75,1134.2,1141.39,3643190198
2020-06-26,1151.17,1153.55,1143.89,1146.68,3092536508
2020-06-29,1147.76,1160.15,1144.32,1158.43,3744673721
2020-06-30,1164.26,1169.71,1161.47,1165.25,5437934734
2020-07-01,1171.68,1173.58,1151.23,1153.15,5281777347
2020-07-02,1158.44,1171.78,1157.46,1169.08,4354685822
2020-07-03,1173.16,1173.91,1153.12,1157.48,4556038151
2020-07-06,1166.74,1185.12,1166.74,1184.85,4539684356
2020-07-07,1187.92,1197.45,1170.75,1193.39,7668058456
2020-07-08,1196.03,1202.03,1185.77,1187.12,5917507943
2020-07-09,1193.49,1196.86,1156.34,1157.94,5265199222
2020-07-10,1154.51,1154.51,1128.29,1148.09,5028177222
2020-07-13,1162.62,1183.99,1161.26,1183.99,4458093344
2020-07-14,1181.14,1186.58,1170.02,1177.41,5171757770
2020-07-16,1187.35,1194.51,1186.85,1188.08,3856903187
2020-07-17,1188.65,1191.61,1183.61,1187.86,2834136641
2020-07-20,1188.44,1197.47,1185.83,1192.81,3549002091
2020-07-21,1201.71,1205.86,1171.6,1180.42,4735656131
2020-07-22,1188.16,1193.72,1175.36,1180.8,5163053924
2020-07-23,1187.14,1196.72,1185.85,1190.31,3508334878
2020-07-24,1185.01,1192.02,1182.21,1192.02,3165933022
2020-07-27,1199.57,1203.42,1194.35,1195.67,2729247076
2020-07-28,1197.1,1198.16,1152.7,1152.7,4094110191
2020-07-29,1156.04,1159.74,1120.96,1135.55,4345011751
2020-07-30,1137.17,1137.17,1124.6,1126.9,1403498004
2020-08-04,1140.39,1143.26,1064.91,1087.16,4294044679
2020-08-05,1095.29,1100.56,1066.13,1091.8,4574041281
2020-08-06,1090.61,1093.68,1033.82,1034.4,5070717168
2020-08-07,1030.33,1062.07,985.38,1060.59,6044998245
2020-08-10,1055.58,1078.94,1039,1075.52,3799076381
2020-08-11,1082.24,1112.44,1082.24,1110.05,4701037149
2020-08-12,1114.9,1119.29,1096.46,1114.18,4620354183
2020-08-13,1119.48,1125.92,1095.84,1100.26,3870889784
2020-08-14,1093.52,1096.18,1077.32,1083.83,3143601461
2020-08-17,1085.52,1090.16,1077.29,1086.2,2790529186
2020-08-18,1087.75,1100.59,1084.47,1092.46,2627158123
2020-08-19,1099.41,1125.8,1099.41,1124.71,3996964774
2020-08-20,1124.97,1131.7,1113.93,1126.8,4220804533
2020-08-21,1132.9,1141.32,1106.71,1109.88,5659230863
2020-08-24,1111.21,1118.11,1106.23,1108.44,3085298690
2020-08-25,1114.05,1118.24,1083.14,1092.16,3133299068
2020-08-26,1090.1,1104.65,1085.99,1099.02,3168451182
2020-08-27,1107.55,1111.6,1102.01,1108.93,2897594465
2020-08-28,1112.88,1113.55,1094.84,1100.55,2913086035
2020-08-31,1101.78,1102.38,1076.07,1078.61,2918914944
2020-09-01,1081.66,1086.29,1064.42,1085.19,2789562979
2020-09-02,1086.09,1091.3,1079.83,1083.91,2613688080
2020-09-03,1085.88,1091.11,1074.34,1076.34,2352568600
2020-09-04,1075.57,1090.03,1072.8,1086.32,2594136530
2020-09-07,1089.54,1097.77,1089.54,1096.81,2272089113
2020-09-08,1101.56,1102.8,1085.23,1089.6,2386368060
2020-09-09,1089.39,1099.81,1087.49,1099.68,3330317962
2020-09-10,1101.01,1105.98,1093.58,1099.06,4097641292
2020-09-11,1100.75,1104.76,1096.79,1102.7,2843845266
2020-09-14,1105.31,1110.34,1103.41,1107.29,3091678506
2020-09-15,1110.55,1118.7,1096.65,1111.24,3417397006
2020-09-16,1113.54,1116.57,1104.69,1107.11,2147143900
2020-09-17,1105.74,1110.66,1100.27,1110.66,2662497850
2020-09-18,1112.68,1115.82,1109.57,1111.96,2691021489
2020-09-21,1111.82,1115.14,1085.73,1087.03,3285329695
2020-09-22,1088.67,1097.51,1084.93,1096.16,2923680219
2020-09-23,1101.04,1109.81,1098.82,1102.65,2989501509
2020-09-24,1098.88,1120.73,1097.01,1119.56,4087385480
2020-09-25,1129.03,1135.07,1123.76,1124.17,3987253441
2020-09-28,1124.68,1130.68,1116.34,1121.17,3340709301
2020-09-29,1123.65,1132.27,1112.39,1123.25,3802199239
2020-09-30,1128.96,1146.73,1128.96,1145.24,3773565811
2020-10-01,1150.07,1155.38,1142.77,1143.51,3510659348
2020-10-02,1138.91,1150.35,1137.55,1145.03,3450389811
2020-10-05,1150.79,1161.03,1150.79,1160.71,2538804669
2020-10-06,1165.12,1170.48,1153.71,1153.71,3714641900
2020-10-07,1150.1,1156.88,1147.43,1152.41,3248033931
2020-10-08,1156.74,1159.41,1143.33,1150.49,3163287882
2020-10-09,1152.78,1166.5,1150.97,1165.7,3660290577
2020-10-12,1169.16,1181.57,1169.12,1178.35,4248628192
2020-10-13,1180.98,1181.57,1170.79,1174.7,3910863542
2020-10-14,1177.08,1189.66,1172.59,1189.29,5858456611
2020-10-15,1188.41,1191.52,1175.2,1180.43,4411621075
2020-10-16,1184.97,1193.83,1183.08,1192.73,3948957679
2020-10-19,1195.46,1209.47,1195.46,1205.37,4244643978
2020-10-20,1208.24,1213.65,1202.35,1210.41,4244963440
2020-10-21,1220.88,1222.95,1209.31,1211.51,4128393005
2020-10-22,1213.64,1216.03,1196.58,1198.32,5673161510
2020-10-23,1200.38,1204.55,1179.46,1190.63,4404421763
2020-10-26,1183.61,1183.61,1141.58,1144.45,5592181945
2020-10-27,1143.89,1157.87,1133.73,1152.63,5145879736
2020-10-28,1150.1,1152.61,1126.99,1126.99,2517117356
2020-10-30,1120.85,1120.85,1095.72,1112.37,6603070647
2020-11-02,1119.72,1143.45,1117.68,1133.59,5573290307
2020-11-03,1138.6,1155.96,1122.64,1150.71,4442168174
2020-11-04,1155.48,1170.94,1154,1167.65,4691755165
2020-11-05,1172.77,1184.61,1165.83,1180.02,4969504058
2020-11-06,1180.49,1192.24,1177.05,1191.96,4683698351
2020-11-09,1214.42,1235.3,1211.16,1231.54,5964972591
2020-11-10,1226.73,1244.37,1218.83,1243,5130778594
2020-11-11,1249.87,1284.62,1248.43,1279.22,8656771968
2020-11-12,1284.52,1303.81,1262.58,1271.75,8861019243
2020-11-13,1277.06,1292.83,1272.76,1291.29,5389577263
2020-11-16,1304.7,1309.98,1291.48,1292.99,4343358106
2020-11-17,1291.65,1293.01,1259.69,1259.72,4561029465
2020-11-18,1264.06,1294.72,1264.06,1294.72,6305883874
2020-11-19,1293.73,1325.7,1277.69,1313.02,9457914298
2020-11-20,1315.69,1328.33,1315.59,1323.95,4814313870
2020-11-23,1329.29,1336.14,1299.27,1314.25,5836002388
2020-11-24,1323.16,1334.26,1308.69,1320.98,6986828353
2020-11-25,1330.07,1341.91,1323.42,1325.47,5582814589
2020-11-26,1334.67,1343.93,1326.06,1342.49,4251432198
2020-11-27,1348.47,1351.65,1324.72,1328.73,5611336026
2020-11-30,1314.43,1316.52,1283.58,1283.58,5118634849
2020-12-01,1302.25,1325.29,1287.62,1325.29,4606842482
2020-12-02,1326.76,1338.95,1318.39,1325.49,4573173246
2020-12-03,1327.62,1335.77,1315.52,1330.85,5744630138
2020-12-04,1331.62,1337.88,1326.2,1330.87,5295296051
2020-12-07,1329.96,1336.68,1326.13,1329.9,4879614239
2020-12-08,1331.63,1348.3,1331.63,1339.89,5310555891
2020-12-09,1342.42,1360.63,1342.42,1350.32,5509428481
2020-12-10,1353.39,1366.78,1346.52,1353.36,5896164015
2020-12-11,1351.84,1371,1342.58,1370.7,5148070666
2020-12-14,1378.19,1394.58,1378.19,1388.55,4631732436
2020-12-15,1392.74,1399.86,1385.19,1395.4,5279954245
2020-12-16,1404.25,1409.78,1384.98,1392.45,5024838595
2020-12-17,1403.1,1406.1,1392.47,1399.36,4448044930
2020-12-18,1398.26,1410.32,1396.03,1408.32,4457054796
2020-12-21,1401.65,1401.65,1368.58,1384.43,5000977597
2020-12-22,1393.57,1410.82,1391.69,1404.97,4513173813
2020-12-23,1409.15,1420.77,1409.15,1417.66,5126165106
2020-12-24,1420.15,1432.28,1415.35,1426,5263356121
2020-12-25,1429.07,1438.49,1422.71,1426.03,2628597493
2020-12-28,1431.67,1442.79,1431.67,1439.29,2977132132
2020-12-29,1442.97,1459.69,1436.21,1459.69,3420867072
2020-12-30,1463.07,1483.16,1463.07,1479.91,4193081710
2020-12-31,1480.81,1484.37,1470.28,1476.72,3511710739
2021-01-04,1482.17,1500.01,1478.7,1495.43,5172334316
2021-01-05,1492.19,1506.89,1474.76,1489.56,6659180251
2021-01-06,1501.61,1509.49,1497.09,1505.42,5330873316
2021-01-07,1511.6,1522.7,1505.7,1522.24,6175892377
2021-01-08,1526.51,1542.75,1519.8,1540.61,5500828088
2021-01-11,1539.96,1557.45,1522.25,1536.19,5408869256
2021-01-12,1549.04,1556.35,1537.38,1549.53,5168557356
2021-01-13,1559.77,1567.88,1545.26,1559.28,4878475273
2021-01-14,1567.11,1568.06,1542.17,1546.6,4811686766
2021-01-15,1536.82,1547.84,1516.14,1524.49,4762625394
2021-01-18,1525.45,1558.81,1508.9,1556.77,4677723000
2021-01-19,1569.56,1578.3,1561.02,1565.01,4837702091
2021-01-20,1573.37,1574.3,1552.1,1569.35,4559421501
2021-01-21,1578.03,1582.04,1551.57,1551.57,5612415451
2021-01-22,1551.47,1555.59,1525.93,1542.45,4687438551
2021-01-25,1556.57,1560.13,1536.97,1540.21,4811784690
2021-01-26,1538.03,1548.61,1516.81,1536.11,5298756721
2021-01-27,1536.13,1541.01,1467,1467,5789300558
2021-01-28,1453.37,1498.43,1431.32,1498.32,5830524382
2021-01-29,1485.21,1495.54,1469.55,1473.45,4511590482
2021-02-01,1484.86,1500.88,1471.54,1492.45,3818595474
2021-02-02,1505.09,1517.53,1500.04,1511.43,4768154867
2021-02-03,1520.7,1533.55,1509.18,1533.55,5128373803
2021-02-04,1537.65,1544.63,1530.82,1534.9,4217777653
2021-02-05,1544.79,1549.51,1527.17,1527.17,3818195733
2021-02-08,1540.22,1542.44,1519,1534.91,6523204326
2021-02-09,1538.53,1551.83,1535.59,1544.05,5427787640
2021-02-10,1553.41,1556.7,1536.44,1547.11,3953836996
2021-02-11,1548.69,1558.08,1543.67,1545.59,3343474021
2021-02-12,1542.5,1548.69,1526.72,1538.44,3016910069
2021-02-15,1551.12,1565.83,1547.38,1562.49,2959156113
2021-02-16,1569.12,1575.7,1522.08,1542.82,5626114880
2021-02-17,1550.49,1553.41,1529.93,1540.59,5053711590
2021-02-18,1548.04,1562.83,1544.22,1546.41,4680451708
2021-02-19,1551.54,1567.42,1550.14,1560.34,4235697248
2021-02-22,1563.08,1569.84,1547.49,1550.61,4048658823
2021-02-23,1558.03,1560.29,1515.25,1517.86,5095610160
2021-02-24,1506.53,1523.19,1483.02,1483.02,4253745822
2021-02-25,1510.32,1514.81,1460.36,1488.21,4432962277
2021-02-26,1457.18,1480.04,1443.17,1471.39,3712196471
2021-03-01,1491.88,1527.45,1491.13,1527.45,3241634830
2021-03-02,1526.36,1537.46,1518.51,1528.82,4695222616
2021-03-03,1538.8,1553.96,1526.54,1531.05,4182944989
2021-03-04,1527.07,1542.65,1523.2,1538.04,3296335111
2021-03-05,1534.4,1546.08,1528.47,1541.98,3402004729
2021-03-08,1549.62,1553.81,1526.58,1530.27,3557388366
2021-03-09,1542.04,1553.23,1534.99,1549.15,3047242194
2021-03-10,1551.3,1565.97,1551.3,1564.94,3002423385
2021-03-11,1574.58,1580.03,1551.88,1556.49,3102707486
2021-03-12,1558.33,1561.65,1549.31,1557.39,2623930916
2021-03-15,1558.78,1566.39,1553.49,1555.47,2092203729
2021-03-16,1561.41,1572.91,1557.54,1570.42,2174588372
2021-03-17,1574.78,1589.47,1562.11,1562.11,2854913868
2021-03-18,1567.79,1574.56,1548.24,1550.93,3571672941
2021-03-19,1548.53,1553.93,1511.29,1528.99,3191601509
2021-03-22,1491.99,1491.99,1378.56,1379.25,1956226810
2021-03-23,1335.76,1402.99,1256.32,1377.43,5739708935
2021-03-24,1377.37,1421.93,1371.72,1413.86,4122592259
2021-03-25,1416.99,1432.62,1394.19,1394.36,3506861687
2021-03-26,1409.2,1412.35,1359.15,1382.15,2953052324
2021-03-29,1385.74,1398.89,1382.47,1392.57,2666302416
2021-03-30,1392.84,1400.77,1371.43,1395.79,3348091430
2021-03-31,1397.47,1403.75,1389.86,1391.73,2389183217
2021-04-01,1399.34,1426.56,1399.34,1426.56,3171634665
2021-04-02,1434.91,1438.88,1423.51,1430.19,2193425193
2021-04-05,1428.99,1443.02,1428.88,1442.06,2562662089
2021-04-06,1442.88,1445.13,1419.66,1420.59,2647194891
2021-04-07,1420.94,1422.48,1402.36,1417.89,2778656360
2021-04-08,1422.22,1430.34,1415.06,1416.55,2096631664
2021-04-09,1413.18,1414.95,1373.65,1393.24,2874952015
2021-04-12,1393.47,1398.12,1374.67,1375.91,2304203961
2021-04-13,1380.11,1386.36,1352.74,1378.37,2863563667
2021-04-14,1380.71,1409.19,1380.71,1409.19,2625140569
2021-04-15,1409.76,1418.52,1398.28,1407.76,4190463324
2021-04-16,1405.5,1412.56,1400.49,1408.14,2315175662
2021-04-19,1409.85,1416.03,1377.23,1377.23,2490437860
2021-04-20,1376.37,1385.88,1357.26,1365.27,2563178681
2021-04-21,1363.87,1365.5,1308.52,1330.48,2306410735
2021-04-22,1320.16,1345.5,1309.23,1345.15,2092726692
2021-04-26,1343.85,1374,1343.58,1374,1948162918
2021-04-27,1381.73,1397.61,1381.73,1392,1868473840
2021-04-28,1391.47,1394.64,1379.93,1385.91,1688653117
2021-04-29,1390.92,1406.51,1390.92,1401.52,1549958027
2021-04-30,1399.05,1405.91,1396.49,1397.82,1838903629
2021-05-03,1400.15,1421.15,1400.15,1421.15,1946216092
2021-05-04,1423.21,1428.07,1411,1416.25,2277662739
2021-05-05,1419.58,1425.04,1409.33,1420,1787262479
2021-05-06,1422.56,1434.72,1422.56,1427.73,2291622097
2021-05-07,1432.25,1444.79,1423.39,1441.33,4002061819
2021-05-10,1448.99,1462.47,1447.91,1460.9,2494390451
2021-05-11,1447.96,1455.89,1438.38,1444.87,2484579060
2021-05-12,1441.41,1444.98,1437.66,1441.33,922312240
2021-05-17,1446.96,1455.48,1445.61,1454.25,1993605262
2021-05-18,1461.15,1465.56,1459.57,1459.57,2164820677
2021-05-20,1451.87,1454.81,1439.36,1449.82,2326522282
2021-05-21,1456.44,1462.28,1449.28,1451.84,1965520762
2021-05-24,1453.69,1457.77,1441.7,1452.18,2019625149
2021-05-25,1457.48,1459.26,1400.22,1400.22,3335779461
2021-05-26,1413.12,1427.06,1392.87,1427.06,2647966980
2021-05-27,1426.55,1428.87,1411.46,1415.03,2540002922
2021-05-28,1413.12,1422.8,1401.25,1422.06,2097371679
2021-05-31,1423.09,1427.44,1414.32,1420.49,2036537257
2021-06-01,1424.47,1433.55,1423,1432.04,2077004560
2021-06-02,1420.4,1434.79,1418.77,1430.73,2234180880
2021-06-03,1434.72,1441.15,1411.52,1428.13,2642229881
2021-06-04,1428.91,1435.24,1427.4,1432.93,1873471819
2021-06-07,1433.96,1450.55,1432.64,1447.08,1965621469
2021-06-08,1447.49,1453.9,1443.39,1447.59,1951616143
2021-06-09,1449.85,1453.36,1445.69,1449.17,2037958741
2021-06-10,1453.24,1461.97,1449.64,1456.68,2403240854
2021-06-11,1461.22,1464.49,1455.39,1460.86,2225669757
2021-06-14,1466.57,1468.95,1450.67,1454.25,1846455056
2021-06-15,1451.06,1456.56,1431.7,1442.56,2806272733
2021-06-16,1441.36,1444.79,1431.31,1431.31,1735503083
2021-06-17,1423,1429.23,1413.58,1414.15,2114642951
2021-06-18,1417.95,1422.29,1388.71,1391.06,2103404011
2021-06-21,1388.2,1398.52,1378.34,1398.52,1858341036
2021-06-22,1402.88,1411.44,1394.25,1409.85,1748724696
2021-06-23,1415.44,1419.77,1401.32,1402.35,2100973930
2021-06-24,1405.26,1416.14,1405.17,1410.79,1765543594
2021-06-25,1413.99,1414.88,1391.69,1391.86,1498646554
2021-06-28,1395.16,1397.55,1368.24,1373.25,2037697008
2021-06-29,1371.96,1374.74,1351.64,1371.67,1946070009
2021-06-30,1374.94,1376.71,1352.23,1356.34,1867293669
2021-07-01,1358.2,1372.78,1358.2,1372.78,1346010612
2021-07-02,1376.88,1379.79,1367.68,1376.67,1310982201
2021-07-05,1375.97,1392.64,1375.72,1392.64,1335786512
2021-07-06,1394.72,1399.9,1382.58,1382.58,1792918705
2021-07-07,1384.57,1392.84,1383.97,1390.58,1549805843
2021-07-08,1387.74,1390.89,1372.54,1372.98,1546486622
2021-07-09,1374.44,1381.74,1371.53,1378.28,1461975749
2021-07-12,1378.63,1382.45,1355.23,1356.96,1641193515
2021-07-13,1358.27,1360.14,1341.52,1346.84,1382851143
2021-07-14,1349.22,1368.98,1349.22,1367.25,1149980181
2021-07-16,1370.32,1373.63,1356.95,1363.28,999354743
2021-07-19,1357.93,1357.93,1348.39,1351.59,498072903
2021-07-26,1355.54,1362.57,1345.52,1349.11,1482276606
2021-07-27,1348.08,1360.5,1341.93,1359.55,1492338387
2021-07-28,1358.79,1367.63,1355.23,1360.75,1414616656
2021-07-29,1370.52,1393.37,1370.52,1391.64,1634795644
2021-07-30,1383.25,1392.91,1380.02,1392.91,1844733683
2021-08-02,1397.98,1405.63,1394.66,1399.65,2217851813
2021-08-03,1402.26,1409.36,1394.27,1408.81,2326902344
2021-08-04,1411.9,1422.34,1411.9,1413.8,1992079725
2021-08-05,1409.05,1431.78,1407.56,1431.78,2067903243
2021-08-06,1433.6,1440.53,1425.06,1434.76,1874569374
2021-08-09,1436.85,1443.29,1431.75,1432.61,1846778701
2021-08-10,1429.51,1441.81,1426.47,1437.46,1929244810
2021-08-11,1438.92,1439.48,1409.81,1410.87,2142438999
2021-08-12,1419.69,1447.63,1419.69,1444.46,2029626602
2021-08-13,1444.82,1449.25,1440.09,1447.64,1385371696
2021-08-16,1451.33,1461.96,1451.33,1455.25,2053214447
2021-08-17,1454.14,1461.69,1449.58,1461.69,1876365790
2021-08-18,1465.81,1467.16,1448.48,1449.59,2133101725
2021-08-19,1441.38,1445.74,1433.85,1439.86,1744761996
2021-08-20,1439.62,1449.27,1432.4,1444.63,1630931299
